DATE	type	rarity	vendor	level	name	brand	slot	armor	core	attributes	talents	mods
2022-07-05	gear	header-gs	DZ East	40	Rigger Utility Pouch	Rigger	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>8.5% Hazard Protection  	-	-
2022-07-05	gear	header-he	DZ East	40	Javelina Mask	Gila Guard	Mask	80k	<span class="icon-defensive"></span>118194 Armor	<span class="icon-defensive"></span>9.0% Hazard Protection <br/><span class="icon-utility"></span>7.0% Skill Damage	-	Defensive
2022-07-05	gear	header-named	Cassie	40	Chain Killer	Walker, Harris & Co.	Chest	158k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>6.5% Weapon Handling <br/><span class="icon-utility"></span>17.0% Repair Skills	<span class="icon-active"></span>Perfect Headhunter	Offensive
2022-07-05	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>123,568 Armor	<span class="icon-defensive"></span>4,196 Armor Regeneration <br/><span class="icon-utility"></span>8.5% Status Effects	<span class="icon-active"></span>Perfect Intimidate	Utility
2022-07-05	gear	header-gs	Cassie	40	Containment Carryall	Eclipse Protocol	Backpack	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>17.0% Repair Skills  	<span class="icon-active"></span>Symptom Aggravator	Utility
2022-07-05	gear	header-gs	Cassie	40	Wright Combat Vest	Tip of the Spear	Chest	158k	<span class="icon-offensive"></span>12.3% Weapon Damage	<span class="icon-offensive"></span>10.8% Critical Hit Damage  	<span class="icon-active"></span>Specialized Destruction	Offensive
2022-07-05	gear	header-gs	Cassie	40	Ross Hand Protectors	True Patriot	Gloves	80k	<span class="icon-defensive"></span>111,201 Armor	<span class="icon-offensive"></span>7.5% Weapon Handling  	-	-
2022-07-05	gear	header-gs	Cassie	40	Nina Prone Pads	Aces & Eights	Kneepads	99k	<span class="icon-offensive"></span>11.8% Weapon Damage	<span class="icon-offensive"></span>7.5% Headshot Damage  	-	-
2022-07-05	gear	header-gs	Cassie	40	Ever-ready Holster	Heartbreaker	Holster	112k	<span class="icon-defensive"></span>142,248 Armor	<span class="icon-defensive"></span>8.8% Hazard Protection  	-	-
2022-07-05	gear	header-gs	Cassie	40	Fog of War Mask	Future Initiative	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>8.3% Headshot Damage  	-	Utility
2022-07-05	gear	header-he	Cassie	40	Lancer Chestplate System	Belstone Armory	Chest	158k	<span class="icon-defensive"></span>118,678 Armor	<span class="icon-defensive"></span>4,273 Armor Regeneration <br/><span class="icon-offensive"></span>5.0% Critical Hit Chance	<span class="icon-active"></span>Glass Cannon	Offensive
2022-07-05	gear	header-he	Cassie	40	Knäskydd Knee Protectors	Fenris Group AB	Kneepads	99k	<span class="icon-offensive"></span>12.0% Weapon Damage	<span class="icon-offensive"></span>10.7% Critical Hit Damage <br/><span class="icon-defensive"></span>17,346 Health	-	-
2022-07-12	gear	header-named	White House	40	Caesar's Guard	Empress International	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>15,972 Health <br/><span class="icon-offensive"></span>6.5% Headshot Damage	<span class="icon-active"></span>Perfect Skilled	Utility
2022-07-12	gear	header-he	White House	40	Long Range Pack Sett	Badger Tuff	Backpack	131k	<span class="icon-defensive"></span>130,276 Armor	<span class="icon-defensive"></span>3,687 Armor Regeneration <br/><span class="icon-offensive"></span>4.2% Critical Hit Chance	<span class="icon-active"></span>Wicked	Offensive
2022-07-12	gear	header-he	White House	40	Big Drum Body Armor	Overlord Armaments	Chest	158k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-offensive"></span>10.1% Critical Hit Damage <br/><span class="icon-utility"></span>8.5% Status Effects	<span class="icon-active"></span>Skilled	Offensive
2022-07-12	gear	header-gs	Clan	40	Anvil Toolbelt	Foundry Bulwark	Holster	112k	<span class="icon-defensive"></span>137,415 Armor	<span class="icon-utility"></span>10.7% Skill Haste  	-	-
2022-07-12	gear	header-gs	Clan	40	Forged Plate Armor	Foundry Bulwark	Chest	158k	<span class="icon-defensive"></span>134,852 Armor	<span class="icon-utility"></span>8.0% Skill Damage  	<span class="icon-active"></span>Improved Materials	Defensive
2022-07-12	gear	header-gs	Clan	40	Rhodeswood AR Mask	Hard Wired	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>17.6% Repair Skills  	-	Utility
2022-07-12	gear	header-he	Clan	40	Mesa Knee Guards	Walker, Harris & Co.	Kneepads	99k	<span class="icon-offensive"></span>13.8% Weapon Damage	<span class="icon-defensive"></span>5.9% Explosive Resistance <br/><span class="icon-defensive"></span>9.5% Hazard Protection	-	-
2022-07-12	gear	header-he	Clan	40	Body Armor System	Providence Defense	Chest	158k	<span class="icon-offensive"></span>11.6% Weapon Damage	<span class="icon-offensive"></span>7.5% Headshot Damage <br/><span class="icon-offensive"></span>6.0% Weapon Handling	<span class="icon-active"></span>Efficient	Offensive
2022-07-12	gear	header-he	The Theater	40	Srivatsa War Grips	Richter & Kaiser	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>9.9% Critical Hit Damage <br/><span class="icon-defensive"></span>15,166 Health	-	-
2022-07-12	gear	header-he	The Theater	40	Sidewinder Kneepads	Gila Guard	Kneepads	99k	<span class="icon-defensive"></span>113,051 Armor	<span class="icon-defensive"></span>4,014 Armor Regeneration <br/><span class="icon-utility"></span>9.8% Skill Haste	-	-
2022-07-12	gear	header-he	The Campus	40	High Altitude O2 Facer	Alps Summit Armaments	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>7.1% Explosive Resistance <br/><span class="icon-utility"></span>10.1% Skill Haste	-	Utility
2022-07-12	gear	header-he	The Campus	40	Jaivardhan Thigh Rig	Richter & Kaiser	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>9.6% Skill Haste <br/><span class="icon-defensive"></span>8.7% Hazard Protection	-	-
2022-07-12	gear	header-gs	DZ West	40	Rigger Anti-Slip Gloves	Rigger	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.1% Skill Haste  	-	-
2022-07-12	gear	header-gs	DZ West	40	Lowball Kneepads	Negotiator's Dilemma	Kneepads	99k	<span class="icon-offensive"></span>12.1% Weapon Damage	<span class="icon-offensive"></span>4.2% Critical Hit Chance  	-	-
2022-07-12	gear	header-he	DZ West	40	Ayal Gloves	Golan Gear Ltd	Gloves	80k	<span class="icon-defensive"></span>122,997 Armor	<span class="icon-defensive"></span>8.7% Hazard Protection <br/><span class="icon-utility"></span>7.3% Skill Damage	-	-
2022-07-12	gear	header-he	DZ West	40	Wear-anywhere Protectors	Empress International	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>20.0% Repair Skills <br/><span class="icon-utility"></span>5.2% Skill Damage	-	-
2022-07-12	gear	header-gs	DZ South	40	Abberton Dynamo Carrier	Hard Wired	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>7.4% Headshot Damage  	<span class="icon-active"></span>Short Circuit	Utility
2022-07-12	gear	header-gs	DZ South	40	Resource Harness	Ongoing Directive	Chest	158k	<span class="icon-offensive"></span>11.5% Weapon Damage	<span class="icon-offensive"></span>6.3% Headshot Damage  	<span class="icon-active"></span>Parabellum Rounds	Utility
2022-07-12	gear	header-he	DZ South	40	Stridssäck Combat Sack	Fenris Group AB	Backpack	131k	<span class="icon-offensive"></span>10.1% Weapon Damage	<span class="icon-offensive"></span>10.2% Critical Hit Damage <br/><span class="icon-defensive"></span>3,745 Armor Regeneration	<span class="icon-active"></span>Opportunistic	Offensive
2022-07-12	gear	header-he	DZ South	40	Mechanized Infantry Armor	Česká Výroba s.r.o.	Chest	158k	<span class="icon-offensive"></span>10.2% Weapon Damage	<span class="icon-offensive"></span>5.0% Headshot Damage <br/><span class="icon-defensive"></span>4,925 Armor Regeneration	<span class="icon-active"></span>Gunslinger	Defensive
2022-07-12	gear	header-gs	DZ East	40	Rigger Dust Mask	Rigger	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>16.2% Repair Skills  	-	Utility
2022-07-12	gear	header-gs	DZ East	40	Striker's Holster	Striker's Battlegear	Holster	112k	<span class="icon-offensive"></span>6.6% Weapon Damage	<span class="icon-offensive"></span>12.0% Critical Hit Damage  	-	-
2022-07-12	gear	header-he	DZ East	40	Lomond Medium Breather	Douglas & Harding	Mask	80k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-offensive"></span>10.3% Critical Hit Damage	-	Offensive
2022-07-12	gear	header-he	DZ East	40	Graffham Thigh Combo	Overlord Armaments	Holster	112k	<span class="icon-offensive"></span>9.7% Weapon Damage	<span class="icon-defensive"></span>14,806 Health <br/><span class="icon-offensive"></span>10.9% Critical Hit Damage	-	-
2022-07-12	gear	header-named	Countdown	40	Pointman	Gila Guard	Chest	158k	<span class="icon-defensive"></span>123,390 Armor	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-offensive"></span>8.9% Headshot Damage	<span class="icon-active"></span>Vanguard	Defensive
2022-07-12	gear	header-named	Countdown	40	Zero F's	Badger Tuff	Chest	158k	<span class="icon-defensive"></span>132,690 Armor	<span class="icon-offensive"></span>4.6% Critical Hit Chance <br/><span class="icon-defensive"></span>7.4% Explosive Resistance	<span class="icon-active"></span>Perfectly Unbreakable	Offensive
2022-07-12	gear	header-he	Haven	40	Support Weapons Bag	Petrov Defense Group	Backpack	131k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-defensive"></span>3,921 Armor Regeneration <br/><span class="icon-utility"></span>8.5% Status Effects	<span class="icon-active"></span>Tech Support	Offensive
2022-07-12	gear	header-he	Haven	40	Hulian Joint Braces	Richter & Kaiser	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>7.4% Skill Damage <br/><span class="icon-offensive"></span>10.2% Critical Hit Damage	-	-
2022-07-12	gear	header-he	Haven	40	Graffham Thigh Combo	Overlord Armaments	Holster	112k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-offensive"></span>10.1% Critical Hit Damage <br/><span class="icon-defensive"></span>7.2% Explosive Resistance	-	-
2022-07-12	gear	header-he	Benitez	40	Fortitude Plate Carrier	Overlord Armaments	Chest	158k	<span class="icon-offensive"></span>9.6% Weapon Damage	<span class="icon-offensive"></span>8.0% Headshot Damage <br/><span class="icon-defensive"></span>14,739 Health	<span class="icon-active"></span>Intimidate	Offensive
2022-07-12	gear	header-he	Benitez	40	NBC Gloves	Česká Výroba s.r.o.	Gloves	80k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-utility"></span>8% Skill Damage <br/><span class="icon-offensive"></span>6.5% Weapon Handling	-	-
2022-07-12	gear	header-he	Benitez	40	Reconnaissance Holster	Česká Výroba s.r.o.	Holster	112k	<span class="icon-offensive"></span>10.1% Weapon Damage	<span class="icon-offensive"></span>4.3% Critical Hit Chance <br/><span class="icon-defensive"></span>17,332 Health	-	-
2022-07-12	gear	header-named	Cassie	40	Pointman	Gila Guard	Chest	158k	<span class="icon-defensive"></span>123,390 Armor	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-offensive"></span>8.9% Headshot Damage	<span class="icon-active"></span>Perfect Vanguard	Defensive
2022-07-12	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>137,415 Armor	<span class="icon-utility"></span>18.5% Repair Skills <br/><span class="icon-defensive"></span>8.5% Hazard Protection	<span class="icon-active"></span>Perfect Intimidate	Utility
2022-07-12	gear	header-gs	Cassie	40	Loadout Frame	Ongoing Directive	Backpack	131k	<span class="icon-offensive"></span>12.1% Weapon Damage	<span class="icon-utility"></span>10.7% Skill Haste  	<span class="icon-active"></span>Trauma Specialist	Utility
2022-07-12	gear	header-gs	Cassie	40	Rigger Quick Access Harness	Rigger	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.0% Skill Damage  	<span class="icon-active"></span>Best Buds	Utility
2022-07-12	gear	header-gs	Cassie	40	Reyes Combat Gloves	Tip of the Spear	Gloves	80k	<span class="icon-offensive"></span>15.0% Weapon Damage	<span class="icon-utility"></span>15.2% Repair Skills  	-	-
2022-07-12	gear	header-gs	Cassie	40	Aggressor Kneepads	Heartbreaker	Kneepads	99k	<span class="icon-defensive"></span>129,361 Armor	<span class="icon-defensive"></span>4,408 Armor Regeneration  	-	-
2022-07-12	gear	header-gs	Cassie	40	Anvil Toolbelt	Foundry Bulwark	Holster	112k	<span class="icon-defensive"></span>137,415 Armor	<span class="icon-offensive"></span>5.0% Critical Hit Chance  	-	-
2022-07-12	gear	header-gs	Cassie	40	Ray Face Mask	Tip of the Spear	Mask	80k	<span class="icon-offensive"></span>12.3% Weapon Damage	<span class="icon-defensive"></span>9.0% Hazard Protection  	-	Offensive
2022-07-12	gear	header-he	Cassie	40	Body Armor System	Providence Defense	Chest	158k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-utility"></span>8.3% Skill Damage <br/><span class="icon-offensive"></span>10.8% Critical Hit Damage	<span class="icon-active"></span>Kinetic Momentum	Offensive
2022-07-12	gear	header-he	Cassie	40	Logistics Kneepads	Česká Výroba s.r.o.	Kneepads	99k	<span class="icon-offensive"></span>12.2% Weapon Damage	<span class="icon-utility"></span>7.3% Skill Damage <br/><span class="icon-defensive"></span>7.2% Explosive Resistance	-	-
2022-07-19	gear	header-named	Countdown	40	Contractor's Gloves	Petrov Defense Group	Gloves	80k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>8.0% Damage to Armor <br/><span class="icon-offensive"></span>7.9% Headshot Damage	-	-
2022-07-19	gear	header-named	Countdown	40	Matador	Walker, Harris & Co.	Backpack	131k	<span class="icon-offensive"></span>15.0% Weapon Damage	<span class="icon-defensive"></span>15580 Health <br/><span class="icon-utility"></span>16.1% Repair Skills	<span class="icon-active"></span>Perfect Adrenaline Rush	Offensive
2022-07-19	gear	header-named	White House	40	Pointman	Gila Guard	Chest	158k	<span class="icon-defensive"></span>115448 Armor	<span class="icon-defensive"></span>15191 Health <br/><span class="icon-utility"></span>7.3% Skill Damage	<span class="icon-active"></span>Perfect Vanguard	Defensive
2022-07-19	gear	header-he	White House	40	Support Weapons Bag	Petrov Defense Group	Backpack	131k	<span class="icon-offensive"></span>9.8% Weapon Damage	<span class="icon-defensive"></span>7.1% Explosive Resistance <br/><span class="icon-offensive"></span>6.0% Weapon Handling	<span class="icon-active"></span>Calculated	Offensive
2022-07-19	gear	header-he	White House	40	Armadillo Vest	Gila Guard	Chest	158k	<span class="icon-defensive"></span>113603 Armor	<span class="icon-defensive"></span>7.4% Explosive Resistance <br/><span class="icon-offensive"></span>4.2% Critical Hit Chance	<span class="icon-active"></span>Tag Team	Defensive
2022-07-19	gear	header-named	Clan	40	Firm Handshake	Sokolov Concern	Gloves	80k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-utility"></span>15.0% Status Effects <br/><span class="icon-defensive"></span>4196 Armor Regeneration	-	-
2022-07-19	gear	header-gs	Clan	40	Brad Tactical Pack	Tip of the Spear	Backpack	131k	<span class="icon-offensive"></span>12.3% Weapon Damage	<span class="icon-offensive"></span>10.8% Critical Hit Damage  	<span class="icon-active"></span>Signature Moves	Offensive
2022-07-19	gear	header-gs	Clan	40	Trombley Kneepads	Tip of the Spear	Kneepads	99k	<span class="icon-offensive"></span>12.7% Weapon Damage	<span class="icon-offensive"></span>4.9% Critical Hit Chance  	-	-
2022-07-19	gear	header-gs	Clan	40	Rigger Gear Bag	Rigger	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.3% Skill Haste  	<span class="icon-active"></span>Complete Uptime	Utility
2022-07-19	gear	header-he	Clan	40	Reconnaissance Holster	Česká Výroba s.r.o.	Holster	112k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-defensive"></span>16322 Health <br/><span class="icon-offensive"></span>5.3% Critical Hit Chance	-	-
2022-07-19	gear	header-he	Clan	40	Hybrid FL Gloves	Alps Summit Armaments	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>10.7% Critical Hit Damage <br/><span class="icon-offensive"></span>6.5% Weapon Handling	-	-
